id,vocalized,unvocalized,wordtype,root,wazn,category,gender,feminin,masculin,broken_plural,feminable,masculin_plural,feminin_plural,mamnou3_sarf,relative,plural_tanwin_nasb
13101,اِخْتِصَاصٌ,اختصاص,مصدر:,خصص,,مصدر,مذكر,,,,0,0,1,0,1,
13102,اِخْتِصَارٌ,اختصار,مصدر:,خصر,,مصدر,مذكر,,,,0,0,1,0,1,
13103,اِخْتِصَامٌ,اختصام,مصدر:,خصم,,مصدر,مذكر,,,,0,0,1,0,1,
13104,اِخْتِضَابٌ,اختضاب,مصدر:,خضب,,مصدر,مذكر,,,,0,0,1,0,1,
13105,اِختِطَاطٌ,اختطاط,مصدر:,خطط,,مصدر,مذكر,,,,0,0,1,0,1,
13106,اِخْتِطَافٌ,اختطاف,مصدر:,خطف,,مصدر,مذكر,,,,0,0,1,0,1,
13107,اِختِفَاءٌ,اختفاء,مصدر:,خفي,,مصدر,مذكر,,,,0,0,1,0,1,
13108,إِخْجالٌ,إخجال,مصدر:,خجل,,مصدر,مذكر,,,,0,0,1,0,1,
13109,اِخْتِلاَجٌ,اختلاج,مصدر:,خلج,,مصدر,مذكر,,,,0,0,1,0,1,
13110,اخْتِلاَسٌ,اختلاس,مصدر:,خلس,,مصدر,مذكر,,,,0,0,1,0,1,
13111,اِخْتِلاطٌ,اختلاط,مصدر:,خلط,,مصدر,مذكر,,,,0,0,1,0,1,
13112,اِخْتِلاَفٌ,اختلاف,مصدر:,خلف,,مصدر,مذكر,,,,0,0,1,0,1,
13113,اِخْتِلاَقٌ,اختلاق,مصدر:,خلق,,مصدر,مذكر,,,,0,0,1,0,1,
13114,اِخْتِلاَءٌ,اختلاء,مصدر:,خلو،خلي,,مصدر,مذكر,,,,0,0,1,0,1,
13115,اِخْتِمَارٌ,اختمار,مصدر:,خمر,,مصدر,مذكر,,,,0,0,1,0,1,
13116,اِخْتِنَاقٌ,اختناق,مصدر:,خنق,,مصدر,مذكر,,,,0,0,1,0,1,
13117,إِخْثَارٌ,إخثار,مصدر:,خثر,,مصدر,مذكر,,,,0,0,1,0,1,
13118,إِخْضَابٌ,إخضاب,مصدر:,خضب,,مصدر,مذكر,,,,0,0,1,0,1,
13119,إِخْدَاعٌ,إخداع,مصدر:,خدع,,مصدر,مذكر,,,,0,0,1,0,1,
13120,مُؤَاخَذَةٌ,مؤاخذة,مصدر:,أخذ,,مصدر,مؤنث,,,,0,0,1,0,0,
13121,أخْذٌ,أخذ,مصدر:,أخذ,,مصدر,مذكر,,,أُخْذان,0,0,0,0,0,
13122,تَأْخِيرٌ,تأخير,مصدر:,أخر,,مصدر,مذكر,,,,0,0,1,0,1,
13123,إِخْرَاجٌ,إخراج,مصدر:,خرج,,مصدر,مذكر,,,,0,0,1,0,1,
13124,إِخْرَاسٌ,إخراس,مصدر:,خرس,,مصدر,مذكر,,,,0,0,1,0,1,
13125,إِخْزَاءٌ,إخزاء,مصدر:,خزي,,مصدر,مذكر,,,,0,0,1,0,1,
13126,إِخْصَابٌ,إخصاب,مصدر:,خصب,,مصدر,مذكر,,,,0,0,1,0,1,
13127,اِخْضِرَارٌ,اخضرار,مصدر:,خضر,,مصدر,مذكر,,,,0,0,1,0,1,
13128,إِخْضَاعٌ,إخضاع,مصدر:,خضع,,مصدر,مذكر,,,,0,0,1,0,1,
13129,إِخْطَارٌ,إخطار,مصدر:,خطر,,مصدر,مذكر,,,,0,0,1,0,1,
13130,إخفَاقٌ,إخفاق,مصدر:,خفق,,مصدر,مذكر,,,,0,0,1,0,1,
13131,إِخْفَاءٌ,إخفاء,مصدر:,خفي,,مصدر,مذكر,,,,0,0,1,0,1,
13132,إِخْلالٌ,إخلال,مصدر:,خلل,,مصدر,مذكر,,,,0,0,1,0,1,
13133,إِخْلاَدٌ,إخلاد,مصدر:,خلد,,مصدر,مذكر,,,,0,0,1,0,1,
13134,إِخْلاَصٌ,إخلاص,مصدر:,خلص,,مصدر,مذكر,,,,0,0,1,0,1,
13135,إِخْلاَفٌ,إخلاف,مصدر:,خلف,,مصدر,مذكر,,,,0,0,1,0,1,
13136,إِخْمادٌ,إخماد,مصدر:,خمد,,مصدر,مذكر,,,,0,0,1,0,1,
13137,إِخْنَاءٌ,إخناء,مصدر:,خنو,,مصدر,مذكر,,,,0,0,1,0,1,
13138,إِخَاءٌ,إخاء,مصدر:,أخو,,مصدر,مذكر,,,,0,0,1,0,1,
13139,مُؤَاخَاةٌ,مؤاخاة,مصدر:,أخي,,مصدر,مؤنث,,,,0,0,1,0,0,
13140,إِدَارَةٌ,إدارة,مصدر:,دور,,مصدر,مؤنث,,,,0,0,1,0,1,
13141,إِدَانَةٌ,إدانة,مصدر:,دين,,مصدر,مؤنث,,,,0,0,1,0,1,
13142,تَأْدِيبٌ,تأديب,مصدر:,أدب,,مصدر,مذكر,,,,0,0,1,0,1,
13143,إِدْبَارٌ,إدبار,مصدر:,دبر,,مصدر,مذكر,,,,0,0,1,0,1,
13144,اِدِّثَارٌ,ادثار,مصدر:,دثر,,مصدر,مذكر,,,,0,0,1,0,1,
13145,إِدْجَاءٌ,إدجاء,مصدر:,دجو,,مصدر,مذكر,,,,0,0,1,0,1,
13146,إدْحَاضٌ,إدحاض,مصدر:,دحض,,مصدر,مذكر,,,,0,0,1,0,1,
13147,إِدْمَانٌ,إدمان,مصدر:,دمن,,مصدر,مذكر,,,,0,0,1,0,1,
13148,اِدِّخارٌ,ادخار,مصدر:,دخل,,مصدر,مذكر,,,,0,0,1,0,1,
13149,إدْخَالٌ,إدخال,مصدر:,دخل,,مصدر,مذكر,,,,0,0,1,0,1,
13150,إدْرَارٌ,إدرار,مصدر:,درر,,مصدر,مذكر,,,,0,0,1,0,1,
13151,إِدْرَاجٌ,إدراج,مصدر:,درج,,مصدر,مذكر,,,,0,0,1,0,1,
13152,إِدْرَاكٌ,إدراك,مصدر:,درك,,مصدر,مذكر,,,,0,0,1,0,1,
13153,اِدِّعَاءٌ,ادعاء,مصدر:,دعو,,مصدر,مذكر,,,,0,0,1,0,1,
13154,إِدْفَاءٌ,إدفاء,مصدر:,دفأ,,مصدر,مذكر,,,,0,0,1,0,1,
13155,إِدْلاَءٌ,إدلاء,مصدر:,دلو,,مصدر,مذكر,,,,0,0,1,0,1,
13156,إِدْمَاجٌ,إدماج,مصدر:,دمج,,مصدر,مذكر,,,,0,0,1,0,1,
13157,إذْكَاءٌ,إذكاء,مصدر:,ذكو,,مصدر,مذكر,,,,0,0,1,0,1,
13158,إِدْمَاءٌ,إدماء,مصدر:,دمي,,مصدر,مذكر,,,,0,0,1,0,1,
13159,إِدْناءٌ,إدناء,مصدر:,دنو,,مصدر,مذكر,,,,0,0,1,0,1,
13160,أَدَاءٌ,أداء,مصدر:,أدي,,مصدر,مذكر,,,,0,0,1,0,1,
13161,إذَاعَةٌ,إذاعة,مصدر:,ذيع,,مصدر,مؤنث,,,,0,0,1,0,1,
13162,إذَاقَةٌ,إذاقة,مصدر:,ذوق,,مصدر,مؤنث,,,,0,0,1,0,1,
13163,إذْبَالٌ,إذبال,مصدر:,ذبل,,مصدر,مذكر,,,,0,0,1,0,1,
13164,اِذِّخَارٌ,اذخار,مصدر:,ذخر,,مصدر,مذكر,,,,0,0,1,0,1,
13165,إِذْعَانٌ,إذعان,مصدر:,ذعن,,مصدر,مذكر,,,,0,0,1,0,1,
13166,اِذِّكَارٌ,اذكار,مصدر:,ذكر,,مصدر,مذكر,,,,0,0,1,0,1,
13167,مُؤَارَبَةٌ,مؤاربة,مصدر:,ورب,,مصدر,مؤنث,,,,0,0,1,0,0,
13168,إِذْلاَلٌ,إذلال,مصدر:,ذلل,,مصدر,مذكر,,,,0,0,1,0,1,
13169,أَذَانٌ,أذان,مصدر:,أذن,,مصدر,مذكر,,,,0,0,1,0,1,
13170,إِذْنٌ,إذن,مصدر:,أذن,,مصدر,مذكر,,,أُذُونٌ,0,0,0,0,1,
13171,إِذْهَالٌ,إذهال,مصدر:,ذهل,,مصدر,مذكر,,,,0,0,1,0,1,
13172,أَذىً,أذى,مصدر:,أذي,,مصدر,مذكر,,,,0,0,0,0,1,
13173,إِرَاحَةٌ,إراحة,مصدر:,روح,,مصدر,مؤنث,,,,0,0,1,0,1,
13174,إِرَادَةٌ,إرادة,مصدر:,رود,,مصدر,مؤنث,,,,0,0,1,0,1,
13175,إِرَاقَةٌ,إراقة,مصدر:,ريق,,مصدر,مؤنث,,,,0,0,1,0,1,
13176,اِرْتِحَالٌ,ارتحال,مصدر:,رحل,,مصدر,مذكر,,,,0,0,1,0,1,
13177,إِرْبَاكٌ,إرباك,مصدر:,ربك,,مصدر,مذكر,,,,0,0,1,0,1,
13178,اِرْتِيَاحٌ,ارتياح,مصدر:,روح,,مصدر,مذكر,,,,0,0,1,0,1,
13179,اِرْتِيَادٌ,ارتياد,مصدر:,رود,,مصدر,مذكر,,,,0,0,1,0,1,
13180,اِرْتِيَاعٌ,ارتياع,مصدر:,روع,,مصدر,مذكر,,,,0,0,1,0,1,
13181,اِرْتِبَاطٌ,ارتباط,مصدر:,ربط,,مصدر,مذكر,,,,0,0,1,0,1,
13182,اِرْتِبَاكٌ,ارتباك,مصدر:,ربك,,مصدر,مذكر,,,,0,0,1,0,1,
13183,اِرْتِجَاجٌ,ارتجاج,مصدر:,رجج,,مصدر,مذكر,,,,0,0,1,0,1,
13184,اِرْتِجَافٌ,ارتجاف,مصدر:,رجف,,مصدر,مذكر,,,,0,0,1,0,1,
13185,اِرْتِجَالٌ,ارتجال,مصدر:,رجل,,مصدر,مذكر,,,,0,0,1,0,1,
13186,اِرْتِطَامٌ,ارتطام,مصدر:,رطم,,مصدر,مذكر,,,,0,0,1,0,1,
13187,اِرْتِخَاءٌ,ارتخاء,مصدر:,رخي,,مصدر,مذكر,,,,0,0,1,0,1,
13188,اِرْتِدَادٌ,ارتداد,مصدر:,ردد,,مصدر,مذكر,,,,0,0,1,0,1,
13189,اِرْتِدَاءٌ,ارتداء,مصدر:,ردي,,مصدر,مذكر,,,,0,0,1,0,1,
13190,اِرْتِزَاقٌ,ارتزاق,مصدر:,رزق,,مصدر,مذكر,,,,0,0,1,0,1,
13191,اِرْتِسَامٌ,ارتسام,مصدر:,رسم,,مصدر,مذكر,,,,0,0,1,0,1,
13192,اِرْتِشَافٌ,ارتشاف,مصدر:,رشف,,مصدر,مذكر,,,,0,0,1,0,1,
13193,اِرْتِشَاءٌ,ارتشاء,مصدر:,رشو,,مصدر,مذكر,,,,0,0,1,0,1,
13194,اِرْتِصَافٌ,ارتصاف,مصدر:,رصف,,مصدر,مذكر,,,,0,0,1,0,1,
13195,اِرْتِضَاءٌ,ارتضاء,مصدر:,رضي,,مصدر,مذكر,,,,0,0,1,0,1,
13196,اِرْتِوَاءٌ,ارتواء,مصدر:,روي,,مصدر,مذكر,,,,0,0,1,0,1,
13197,اِرْتِعَادٌ,ارتعاد,مصدر:,رعد,,مصدر,مذكر,,,,0,0,1,0,1,
13198,اِرْتِعَاشٌ,ارتعاش,مصدر:,رعش,,مصدر,مذكر,,,,0,0,1,0,1,
13199,اِرْتِفَاعٌ,ارتفاع,مصدر:,رفع,,مصدر,مذكر,,,,0,0,1,0,1,
13200,اِرْتِقَابٌ,ارتقاب,مصدر:,رقب,,مصدر,مذكر,,,,0,0,1,0,1,
13201,اِرْتِقَاءٌ,ارتقاء,مصدر:,رقي,,مصدر,مذكر,,,,0,0,1,0,1,
13202,اِرْتِكَابٌ,ارتكاب,مصدر:,ركب,,مصدر,مذكر,,,,0,0,1,0,1,
13203,اِرْتِكَازٌ,ارتكاز,مصدر:,ركز,,مصدر,مذكر,,,,0,0,1,0,1,
13204,اِرْتِكَاسٌ,ارتكاس,مصدر:,ركس,,مصدر,مذكر,,,,0,0,1,0,1,
13205,اِرْتِمَاءٌ,ارتماء,مصدر:,رمي,,مصدر,مذكر,,,,0,0,1,0,1,
13206,إرْسَاءٌ,إرساء,مصدر:,رسو,,مصدر,مذكر,,,,0,0,1,0,1,
13207,أَرِيجٌ,أريج,مصدر:,أرج,,مصدر,مذكر,,,أَرَائِجُ,0,0,1,0,1,
13208,إِرْجَاءٌ,إرجاء,مصدر:,رجأ,,مصدر,مذكر,,,,0,0,1,0,1,
13209,إِرْجَاعٌ,إرجاع,مصدر:,رجع,,مصدر,مذكر,,,,0,0,1,0,1,
13210,إِرْجَافٌ,إرجاف,مصدر:,رجف,,مصدر,مذكر,,,,0,0,1,0,1,
13211,تَأْرِيخٌ,تأريخ,مصدر:,أرخ,,مصدر,مذكر,,,,0,0,1,0,1,
13212,إِرْخَامٌ,إرخام,مصدر:,رخم,,مصدر,مذكر,,,,0,0,1,0,1,
13213,إِرْخَاءٌ,إرخاء,مصدر:,رخي,,مصدر,مذكر,,,,0,0,1,0,1,
13214,إِرْسَالٌ,إرسال,مصدر:,رسل,,مصدر,مذكر,,,,0,0,1,0,1,
13215,إِرْغَامٌ,إرغام,مصدر:,رغم,,مصدر,مذكر,,,,0,0,1,0,1,
13216,إِرْشَادٌ,إرشاد,مصدر:,رشد,,مصدر,مذكر,,,,0,0,1,0,1,
13217,إِرْضاعٌ,إرضاع,مصدر:,رضع,,مصدر,مذكر,,,,0,0,1,0,1,
13218,إِرْضاءٌ,إرضاء,مصدر:,رضي,,مصدر,مذكر,,,,0,0,1,0,1,
13219,إِرْطَابٌ,إرطاب,مصدر:,رطب,,مصدر,مذكر,,,,0,0,1,0,1,
13220,إِرْعَادٌ,إرعاد,مصدر:,رعد,,مصدر,مذكر,,,,0,0,1,0,1,
13221,إِرْعَاشٌ,إرعاش,مصدر:,رعش,,مصدر,مذكر,,,,0,0,1,0,1,
13222,اِرْعِوَاءٌ,ارعواء,مصدر:,رعو,,مصدر,مذكر,,,,0,0,1,0,1,
13223,إرْعَاءٌ,إرعاء,مصدر:,رعي,,مصدر,مذكر,,,,0,0,1,0,1,
13224,إِرْغَادٌ,إرغاد,مصدر:,رغد,,مصدر,مذكر,,,,0,0,1,0,1,
13225,إِرْغَاءٌ,إرغاء,مصدر:,رغو,,مصدر,مذكر,,,,0,0,1,0,1,
13226,أَرَقٌ,أرق,مصدر:,أرق,,مصدر,مذكر,,,,0,0,0,0,1,
13227,إِرْقَادٌ,إرقاد,مصدر:,رقد,,مصدر,مذكر,,,,0,0,1,0,1,
13228,إِرْقَاصٌ,إرقاص,مصدر:,رقص,,مصدر,مذكر,,,,0,0,1,0,1,
13229,إِرْكَابٌ,إركاب,مصدر:,ركب,,مصدر,مذكر,,,,0,0,1,0,1,
13230,إِرْكَاعٌ,إركاع,مصدر:,ركع,,مصدر,مذكر,,,,0,0,1,0,1,
13231,إِرْمَاءٌ,إرماء,مصدر:,رمي,,مصدر,مذكر,,,,0,0,1,0,1,
13232,إِرْهَابٌ,إرهاب,مصدر:,رهب,,مصدر,مذكر,,,,0,0,1,0,1,
13233,إِرْهَافٌ,إرهاف,مصدر:,رهف,,مصدر,مذكر,,,,0,0,1,0,1,
13234,إِرْهَاقٌ,إرهاق,مصدر:,رهق,,مصدر,مذكر,,,,0,0,1,0,1,
13235,إِرْوَاءٌ,إرواء,مصدر:,روي,,مصدر,مذكر,,,,0,0,1,0,1,
13236,أَزِيزٌ,أزيز,مصدر:,أزز,,مصدر,مذكر,,,,0,0,1,0,1,
13237,إِزاحَةٌ,إزاحة,مصدر:,زوح،زيح,,مصدر,مؤنث,,,,0,0,1,0,1,
13238,إِزَاغَةٌ,إزاغة,مصدر:,زيغ,,مصدر,مؤنث,,,,0,0,1,0,1,
13239,إِزَالَةٌ,إزالة,مصدر:,زول,,مصدر,مؤنث,,,,0,0,1,0,1,
13240,إِزْبَادٌ,إزباد,مصدر:,زبد,,مصدر,مذكر,,,,0,0,1,0,1,
13241,اِزْدِيَادٌ,ازدياد,مصدر:,زيد,,مصدر,مذكر,,,,0,0,1,0,1,
13242,اِزْدِيَانٌ,ازديان,مصدر:,زين,,مصدر,مذكر,,,,0,0,1,0,1,
13243,اِزْدِحَامٌ,ازدحام,مصدر:,زحم,,مصدر,مذكر,,,,0,0,1,0,1,
13244,اِزْدِرادٌ,ازدراد,مصدر:,زرد,,مصدر,مذكر,,,,0,0,1,0,1,
13245,اِزْوِرَارٌ,ازورار,مصدر:,زور,,مصدر,مذكر,,,,0,0,1,0,1,
13246,اِزْدِرَاءٌ,ازدراء,مصدر:,زري,,مصدر,مذكر,,,,0,0,1,0,1,
13247,اِزْدِهَارٌ,ازدهار,مصدر:,زهر,,مصدر,مذكر,,,,0,0,1,0,1,
13248,اِزْدِهَاءٌ,ازدهاء,مصدر:,زهو,,مصدر,مذكر,,,,0,0,1,0,1,
13249,اِزْدِوَاجٌ,ازدواج,مصدر:,زوج,,مصدر,مذكر,,,,0,0,1,0,1,
13250,مُؤَازَرَةٌ,مؤازرة,مصدر:,أزر,,مصدر,مؤنث,,,,0,0,1,0,0,
13251,أَزْرٌ,أزر,مصدر:,أزر,,مصدر,مذكر,,,,0,0,0,0,1,
13252,إِزْعَاجٌ,إزعاج,مصدر:,زعج,,مصدر,مذكر,,,,0,0,1,0,1,
13253,إِزْكَاءٌ,إزكاء,مصدر:,زكو,,مصدر,مذكر,,,,0,0,1,0,1,
13254,إِزْهَاقٌ,إزهاق,مصدر:,زهق,,مصدر,مذكر,,,,0,0,1,0,1,
13255,اِسْتِئْصَالٌ,استئصال,مصدر:,أصل,,مصدر,مذكر,,,,0,0,1,0,1,
13256,إِسَاءةٌ,إساءة,مصدر:,سوأ,,مصدر,مؤنث,,,,0,0,1,0,1,
13257,إِسَالَةٌ,إسالة,مصدر:,سيل,,مصدر,مؤنث,,,,0,0,1,0,1,
13258,إِسْبَارٌ,إسبار,مصدر:,سبر,,مصدر,مذكر,,,,0,0,1,0,1,
13259,إِسْبَاغٌ,إسباغ,مصدر:,سبغ,,مصدر,مذكر,,,,0,0,1,0,1,
13260,اِسْتِياءٌ,استياء,مصدر:,سوأ,,مصدر,مذكر,,,,0,0,1,0,1,
13261,اِسْتِئْثَارٌ,استئثار,مصدر:,أثر,,مصدر,مذكر,,,,0,0,1,0,1,
13262,اِسْتِئْجَارٌ,استئجار,مصدر:,أجر,,مصدر,مذكر,,,,0,0,1,0,1,
13263,اِسْتِئْذَانٌ,استئذان,مصدر:,أذن,,مصدر,مذكر,,,,0,0,1,0,1,
13264,اِسْتِئْسادٌ,استئساد,مصدر:,أسد,,مصدر,مذكر,,,,0,0,1,0,1,
13265,اِسْتِبْشَارٌ,استبشار,مصدر:,بشر,,مصدر,مذكر,,,,0,0,1,0,1,
13266,اِسْتِئْنَاسٌ,استئناس,مصدر:,أنس,,مصدر,مذكر,,,,0,0,1,0,1,
13267,اِسْتِئْنَافٌ,استئناف,مصدر:,أنف,,مصدر,مذكر,,,,0,0,1,0,1,
13268,اِسْتِبَاحَةٌ,استباحة,مصدر:,بوح,,مصدر,مؤنث,,,,0,0,1,0,1,
13269,اِسْتِبَانَةٌ,استبانة,مصدر:,بين,,مصدر,مؤنث,,,,0,0,1,0,1,
13270,استبخارٌ,استبخار,مصدر:,,,مصدر,مذكر,,,,0,0,1,0,1,
13271,اِسْتِبْدَادٌ,استبداد,مصدر:,بدد,,مصدر,مذكر,,,,0,0,1,0,1,
13272,اِسْتِبْدَالٌ,استبدال,مصدر:,بدل,,مصدر,مذكر,,,,0,0,1,0,1,
13273,اِسْتِبْرَاكٌ,استبراك,مصدر:,برك,,مصدر,مذكر,,,,0,0,1,0,1,
13274,اِسْتِبْسَالٌ,استبسال,مصدر:,بسل,,مصدر,مذكر,,,,0,0,1,0,1,
13275,اِسْتِتارٌ,استتار,مصدر:,ستر,,مصدر,مذكر,,,,0,0,1,0,1,
13276,اِسْتِبْشَاعٌ,استبشاع,مصدر:,بشع,,مصدر,مذكر,,,,0,0,1,0,1,
13277,اِسْتِبْصَارٌ,استبصار,مصدر:,بصر,,مصدر,مذكر,,,,0,0,1,0,1,
13278,اِسْتِبْطَاءٌ,استبطاء,مصدر:,بطأ,,مصدر,مذكر,,,,0,0,1,0,1,
13279,اِسْتِبْطانٌ,استبطان,مصدر:,بطن,,مصدر,مذكر,,,,0,0,1,0,1,
13280,اِسْتِبْعَادٌ,استبعاد,مصدر:,بعد,,مصدر,مذكر,,,,0,0,1,0,1,
13281,اِسْتِبَاقٌ,استباق,مصدر:,سبق,,مصدر,مذكر,,,,0,0,1,0,1,
13282,اِسْتِبْقَاءٌ,استبقاء,مصدر:,بقي,,مصدر,مذكر,,,,0,0,1,0,1,
13283,اِسْتِبْهَامٌ,استبهام,مصدر:,بهم,,مصدر,مذكر,,,,0,0,1,0,1,
13284,اِسْتِتْبَابٌ,استتباب,مصدر:,تبب,,مصدر,مذكر,,,,0,0,1,0,1,
13285,اِسْتِحَالَةٌ,استحالة,مصدر:,حول,,مصدر,مؤنث,,,,0,0,1,0,1,
13286,اِسْتِثْقَالٌ,استثقال,مصدر:,ثقل,,مصدر,مذكر,,,,0,0,1,0,1,
13287,اِسْتِثْمَارٌ,استثمار,مصدر:,ثمر,,مصدر,مذكر,,,,0,0,1,0,1,
13288,اِسْتِثْنَاءٌ,استثناء,مصدر:,ثني,,مصدر,مذكر,,,,0,0,1,0,1,
13289,اِسْتِجَابَةٌ,استجابة,مصدر:,جوب,,مصدر,مؤنث,,,,0,0,1,0,1,
13290,اِسْتِجدَاءٌ,استجداء,مصدر:,جدو,,مصدر,مذكر,,,,0,0,1,0,1,
13291,اِسْتِجْلاَبٌ,استجلاب,مصدر:,جلب,,مصدر,مذكر,,,,0,0,1,0,1,
13292,اِسْتِجْلاَءٌ,استجلاء,مصدر:,جلو,,مصدر,مذكر,,,,0,0,1,0,1,
13293,اِسْتِجمَامٌ,استجمام,مصدر:,جمم,,مصدر,مذكر,,,,0,0,1,0,1,
13294,اِسْتِجْوَابٌ,استجواب,مصدر:,جوب,,مصدر,مذكر,,,,0,0,1,0,1,
13295,اِسْتِحْمَالٌ,استحمال,مصدر:,حمل,,مصدر,مذكر,,,,0,0,1,0,1,
13296,اِسْتِحْدَاثٌ,استحداث,مصدر:,حدث,,مصدر,مذكر,,,,0,0,1,0,1,
13297,اِسْتِحْسَانٌ,استحسان,مصدر:,حسن,,مصدر,مذكر,,,,0,0,1,0,1,
13298,اِسْتِحْصَادٌ,استحصاد,مصدر:,حصد,,مصدر,مذكر,,,,0,0,1,0,1,
13299,اِسْتِحْصَالٌ,استحصال,مصدر:,حصل,,مصدر,مذكر,,,,0,0,1,0,1,
13300,اِسْتِحْضَارٌ,استحضار,مصدر:,حضر,,مصدر,مذكر,,,,0,0,1,0,1,
13301,اِسْتِحْقَاقٌ,استحقاق,مصدر:,حقق,,مصدر,مذكر,,,,0,0,1,0,1,
13302,اِسْتِحْكَامٌ,استحكام,مصدر:,حكم,,مصدر,مذكر,,,,0,0,1,0,1,
13303,اِسْتِحْلاءٌ,استحلاء,مصدر:,حلو,,مصدر,مذكر,,,,0,0,1,0,1,
13304,اِسْتِحْمَامٌ,استحمام,مصدر:,حمم,,مصدر,مذكر,,,,0,0,1,0,1,
13305,اِسْتِدَامَةٌ,استدامة,مصدر:,دوم,,مصدر,مؤنث,,,,0,0,1,0,1,
13306,اِسْتِحْوَاذٌ,استحواذ,مصدر:,حوذ,,مصدر,مذكر,,,,0,0,1,0,1,
13307,اِسْتِحْيَاءٌ,استحياء,مصدر:,حيي,,مصدر,مذكر,,,,0,0,1,0,1,
13308,اِسْتِخْبَارٌ,استخبار,مصدر:,خبر,,مصدر,مذكر,,,,0,0,1,0,1,
13309,اِسْتِخْدامٌ,استخدام,مصدر:,خدم,,مصدر,مذكر,,,,0,0,1,0,1,
13310,اِسْتِخْرَاجٌ,استخراج,مصدر:,خرج,,مصدر,مذكر,,,,0,0,1,0,1,
13311,اِسْتِخْفَافٌ,استخفاف,مصدر:,خفف,,مصدر,مذكر,,,,0,0,1,0,1,
13312,اِسْتِخْفَاءٌ,استخفاء,مصدر:,خفي,,مصدر,مذكر,,,,0,0,1,0,1,
13313,اِسْتِخْلاَصٌ,استخلاص,مصدر:,خلص,,مصدر,مذكر,,,,0,0,1,0,1,
13314,اِسْتِدَارَةٌ,استدارة,مصدر:,دور,,مصدر,مؤنث,,,,0,0,1,0,1,
13315,اِسْتِرْخَاصٌ,استرخاص,مصدر:,رخص,,مصدر,مذكر,,,,0,0,1,0,1,
13316,اِسْتِدَانَةٌ,استدانة,مصدر:,دين,,مصدر,مؤنث,,,,0,0,1,0,1,
13317,اِسْتِدْرَاجٌ,استدراج,مصدر:,درج,,مصدر,مذكر,,,,0,0,1,0,1,
13318,اِسْتِدْرَاكٌ,استدراك,مصدر:,درك,,مصدر,مذكر,,,,0,0,1,0,1,
13319,اِسْتِدْعَاءٌ,استدعاء,مصدر:,دعو,,مصدر,مذكر,,,,0,0,1,0,1,
13320,اِسْتِدْفَاءٌ,استدفاء,مصدر:,دفأ,,مصدر,مذكر,,,,0,0,1,0,1,
13321,اِسْتِدْلاَلٌ,استدلال,مصدر:,دلل,,مصدر,مذكر,,,,0,0,1,0,1,
13322,اِسْتِذْكَارٌ,استذكار,مصدر:,ذكر,,مصدر,مذكر,,,,0,0,1,0,1,
13323,اِسْتِرَاحَةٌ,استراحة,مصدر:,روح,,مصدر,مؤنث,,,,0,0,1,0,1,
13324,اِسْتِرْجَاعٌ,استرجاع,مصدر:,رجع,,مصدر,مذكر,,,,0,0,1,0,1,
13325,اِسْتِرْخَاءٌ,استرخاء,مصدر:,رخو,,مصدر,مذكر,,,,0,0,1,0,1,
13326,اِسْتِرْدَادٌ,استرداد,مصدر:,ردد,,مصدر,مذكر,,,,0,0,1,0,1,
13327,اِسْتِرْزَاقٌ,استرزاق,مصدر:,رزق,,مصدر,مذكر,,,,0,0,1,0,1,
13328,اِسْتِرْسَالٌ,استرسال,مصدر:,رسل,,مصدر,مذكر,,,,0,0,1,0,1,
13329,اِسْتِرْشَادٌ,استرشاد,مصدر:,رشد,,مصدر,مذكر,,,,0,0,1,0,1,
13330,اِسْتِرْضاءٌ,استرضاء,مصدر:,رضي,,مصدر,مذكر,,,,0,0,1,0,1,
13331,اِسْتِرْعَاءٌ,استرعاء,مصدر:,رعي,,مصدر,مذكر,,,,0,0,1,0,1,
13332,اِسْتِرَاقٌ,استراق,مصدر:,سرق,,مصدر,مذكر,,,,0,0,1,0,1,
13333,اِسْتِسَاغَةٌ,استساغة,مصدر:,سوغ,,مصدر,مؤنث,,,,0,0,1,0,1,
13334,اِسْتِسْقَاءٌ,استسقاء,مصدر:,سقي,,مصدر,مذكر,,,,0,0,1,0,1,
13335,اِسْتِسْلاَمٌ,استسلام,مصدر:,سلم,,مصدر,مذكر,,,,0,0,1,0,1,
13336,اِسْتِسْهالٌ,استسهال,مصدر:,سهل,,مصدر,مذكر,,,,0,0,1,0,1,
13337,اِسْتِشَارَةٌ,استشارة,مصدر:,شور,,مصدر,مؤنث,,,,0,0,1,0,1,
13338,اِسْتِشْرَافٌ,استشراف,مصدر:,شرف,,مصدر,مذكر,,,,0,0,1,0,1,
13339,اِسْتِشْرَاقٌ,استشراق,مصدر:,شرق,,مصدر,مذكر,,,,0,0,1,0,1,
13340,اِسْتِشْرَاءٌ,استشراء,مصدر:,شري,,مصدر,مذكر,,,,0,0,1,0,1,
13341,اِسْتِشْعَارٌ,استشعار,مصدر:,شعر,,مصدر,مذكر,,,,0,0,1,0,1,
13342,اِسْتِشفافٌ,استشفاف,مصدر:,شفف,,مصدر,مذكر,,,,0,0,1,0,1,
13343,اِسْتِشْفَاءٌ,استشفاء,مصدر:,شفي,,مصدر,مذكر,,,,0,0,1,0,1,
13344,اِسْتِشْهَادٌ,استشهاد,مصدر:,شهد,,مصدر,مذكر,,,,0,0,1,0,1,
