id,vocalized,unvocalized,wordtype,root,wazn,category,gender,feminin,masculin,broken_plural,feminable,masculin_plural,feminin_plural,mamnou3_sarf,relative,plural_tanwin_nasb
20443,طَلِيسٌ,طليس,صيغة:,طلس,فَعيل,صيغة,مذكر,,,,1,0,1,0,0,
20444,عَمِيرٌ,عمير,صيغة:,عمر,فَعيل,صيغة,مذكر,,,,1,0,1,0,0,
20445,قَحِيطٌ,قحيط,صيغة:,قحط,فَعيل,صيغة,مذكر,,,,1,0,1,0,0,
20446,قَعِيدٌ,قعيد,صيغة:,قعد,فَعيل,صيغة,مذكر,,,قُعَدَاءُ;قَعَائِدُ,1,0,1,0,0,
20447,مَقِيتٌ,مقيت,صيغة:,مقت,فَعيل,صيغة,مذكر,,,مُقَتَاءُ,1,0,1,0,0,
20448,مَكِينٌ,مكين,صيغة:,مكن,فَعيل,صيغة,مذكر,,,,1,1,1,0,0,
20449,مَلِيحٌ,مليح,صيغة:,ملح,فَعيل,صيغة,مذكر,,,مِلاَحٌ;مُلَحَاءُ,1,1,1,0,0,
20450,مَنِيعٌ,منيع,صيغة:,منع,فَعيل,صيغة,مذكر,,,مُنَعَاءُ,1,1,1,0,0,
20451,نَحِيفٌ,نحيف,صيغة:,نحف,فَعيل,صيغة,مذكر,,,نُحَفَاءُ,1,1,1,0,0,
20452,نَذِيرٌ,نذير,صيغة:,نذر,فَعيل,صيغة,مذكر,,,نُذُرٌ;نَذَائِرُ,1,1,1,0,0,
20453,نَذِيلٌ,نذيل,صيغة:,نذل,فَعيل,صيغة,مذكر,,,نُذَلاَءُ;نِذَالٌ,1,0,1,0,0,
20454,نَصِيعٌ,نصيع,صيغة:,نصع,فَعيل,صيغة,مذكر,,,,1,0,1,0,0,
20455,نَمِيمٌ,نميم,صيغة:,نمم,فَعيل,صيغة,مذكر,,,نَمَائِمُ,1,0,1,0,0,
20456,لَئِيمٌ,لئيم,صيغة:,لءم,فعيل,صيغة,مذكر,,,لِئَامٌ;لُؤَمَاءُ,1,1,1,0,0,
20457,بَهِيجٌ,بهيج,صيغة:,بهج,فَعيل,صيغة,مذكر,,,,1,1,1,0,0,
20458,رَهيبٌ,رهيب,صيغة:,رهب,فَعيل,صيغة,مذكر,,,,1,0,1,0,0,
20459,خَصِيفٌ,خصيف,صيغة:,خصف,فَعيل,صيغة,مذكر,,,,1,0,1,0,0,
20460,دَنيءٌ,دنيء,صيغة:,دنء,فَعيل,صيغة,مذكر,,,أَدْنِياءُ,0,1,0,0,0,
20461,دَنيئَةٌ,دنيئة,صيغة:,دنء,فعيلة,صيغة,مذكر,,,أَدْنِياءُ,1,0,1,0,0,
20462,أَثِيرٌ,أثير,صيغة:,ءثر,فَعِيل,صيغة,مذكر,,,,1,0,1,0,0,
20463,أَثِيمٌ,أثيم,صيغة:,ءثم,فَعِيل,صيغة,مذكر,,,أُثَمَاءُ,1,0,1,0,0,
20464,ألِيفٌ,أليف,صيغة:,ءلف,فَعِيل,صيغة,مذكر,,,,1,0,1,0,0,
20465,بَصيرٌ,بصير,صيغة:,بصر,فَعِيل,صيغة,مذكر,,,بُصراءُ,1,1,1,0,0,
20466,بَطِيءٌ,بطيء,صيغة:,بطء,فَعِيل,صيغة,مذكر,,,,0,1,0,0,0,
20467,بَطِيئةٌ,بطيئة,صيغة:,بطء,فعيلة,صيغة,مذكر,,,,0,0,1,0,0,
20468,بَليدٌ,بليد,صيغة:,بلد,فَعِيل,صيغة,مذكر,,,بُلَدَاءُ,1,1,1,0,0,
20469,حَقِيقٌ,حقيق,صيغة:,جقق,فَعِيل,صيغة,مذكر,,,(ج);حَقَائِقُ,1,0,1,0,0,
20470,حَشِيمٌ,حشيم,صيغة:,حشم,فَعِيل,صيغة,مذكر,,,,1,0,1,0,0,
20471,حَضِيضٌ,حضيض,صيغة:,حضض,فَعِيل,صيغة,مذكر,,,حُضُضٌ,1,0,1,0,0,
20472,حَلِيفٌ,حليف,صيغة:,حلف,فَعِيل,صيغة,مذكر,,,حُلَفاءُ;أحلاف;وحُلَفاء,1,1,1,0,0,
20473,حَمِيدٌ,حميد,صيغة:,حمد,فَعِيل,صيغة,مذكر,,,,1,0,1,0,0,
20474,حَمِيمٌ,حميم,صيغة:,حمم,فَعِيل,صيغة,مذكر,,,أحِمَّاءٌ;حَمَائِمُ,1,0,1,0,0,
20475,دَفِينٌ,دفين,صيغة:,دفن,فَعِيل,صيغة,مذكر,,,دُفَنَاءُ,1,0,1,0,0,
20476,رَثِيمٌ,رثيم,صيغة:,رثم,فَعِيل,صيغة,مذكر,,,,1,0,1,0,0,
20477,شَقِيفٌ,شقيف,صيغة:,شقف,فَعِيل,صيغة,مذكر,,,,1,0,1,0,0,
20478,فَتِيتٌ,فتيت,صيغة:,فتت,فَعِيل,صيغة,مذكر,,,,1,0,1,0,0,
20479,فَلِيقٌ,فليق,صيغة:,فلق,فَعِيل,صيغة,مذكر,,,,1,0,1,0,0,
20480,قَطِيعٌ,قطيع,صيغة:,قطع,فَعِيل,صيغة,مذكر,,,قُطْعَانٌ;قِطَاعٌ,1,0,1,0,0,
20481,حَسِيبٌ,حسيب,صيغة:,حسب,فَعيل,صيغة,مذكر,,,,1,1,1,0,0,
20482,دَقيقٌ,دقيق,صيغة:,دقق,فَعيل,صيغة,مذكر,,,أَدِقَّةٌ;وأدِقَّاء;ودِقاق;ودَقائِقُ,1,1,1,0,0,
20483,دَميثٌ,دميث,صيغة:,دمث,فَعيل,صيغة,مذكر,,,,1,0,1,0,0,
20484,دَميعٌ,دميع,صيغة:,دمع,فَعيل,صيغة,مذكر,,,دَمْعٌ;دُمَعاءُ;دمائع,1,1,1,0,0,
20485,دَميمٌ,دميم,صيغة:,دمم,فَعيل,صيغة,مذكر,,,دِمامٌ;دَمائِمُ,1,0,1,0,0,
20486,رَبِيطٌ,ربيط,صيغة:,ربط,فَعيل,صيغة,مذكر,,,,1,0,1,0,0,
20487,زَعيقٌ,زعيق,صيغة:,زعق,فَعيل,صيغة,مذكر,,,,1,0,1,0,0,
20488,سَلِيخٌ,سليخ,صيغة:,سلخ,فَعيل,صيغة,مذكر,,,,1,0,1,0,0,
20489,صَقِيلٌ,صقيل,صيغة:,صقل,فَعيل,صيغة,مذكر,,,صِقَالٌ,1,0,1,0,0,
20490,ضَرِيمٌ,ضريم,صيغة:,ضرم,فَعيل,صيغة,مذكر,,,,1,0,1,0,0,
20491,ضَمِينٌ,ضمين,صيغة:,ضمن,فَعيل,صيغة,مذكر,,,ضُمَنَاءُ,1,0,1,0,0,
20492,فَقِيهٌ,فقيه,صيغة:,فقه,فَعِيل,صيغة,مذكر,,,فُقَهَاءُ,1,1,1,0,0,
20493,لَقِيطٌ,لقيط,صيغة:,لقط,فَعِيل,صيغة,مذكر,,,لَقَائِطُ;لَقِطَاتٌ;لقطاء;(;والمفعول;ملقوطٌ;ولَقِيطٌ),1,0,1,0,0,
20494,وَضِيعٌ,وضيع,صيغة:,وضع,فَعِيلٌ,صيغة,مذكر,,,وَضَائِعُ,1,1,1,0,0,
20495,وَطِيءٌ,وطيء,صيغة:,وطء,فَعِيلٌ,صيغة,مذكر,,,,0,1,0,0,0,
20496,وَطِيئَةٌ,وطيئة,صيغة:,وطء,فعيلة,صيغة,مذكر,,,,0,0,0,0,0,
20497,نَزِيهٌ,نزيه,صيغة:,نزه,فَعيل,صيغة,مذكر,,,نُزَهَاءُ;نَزِيهَاتٌ,1,1,1,0,0,
20498,نَقِيعٌ,نقيع,صيغة:,نقع,فَعيل,صيغة,مذكر,,,أَنْقِعَةٌ,1,0,1,0,0,
20499,بَطِينٌ,بطين,صيغة:,بطن,فعيل,صيغة,مذكر,,,,1,1,1,0,0,
20500,رَكيبٌ,ركيب,صيغة:,ركب,فعيل,صيغة,مذكر,,,رُكُبٌ,0,0,0,0,0,
20501,سَخِينٌ,سخين,صيغة:,سخن,فعيل,صيغة,مذكر,,,,1,0,1,0,0,
20502,سَقِيطٌ,سقيط,صيغة:,سقط,فعيل,صيغة,مذكر,,,سُقُطٌ;سَقَائِطُ,1,1,1,0,0,
20503,بَشيرٌ,بشير,صيغة:,بشر,فَعِيل,صيغة,مذكر,,,بُشَراءُ,1,1,1,0,0,
20504,حَرِيصٌ,حريص,صيغة:,حرص,فَعِيل,صيغة,مذكر,,,حُرَصَاءُ;حَرَائِصُ,1,1,1,0,0,
20505,دَرِيمٌ,دريم,صيغة:,درم,فَعيل,صيغة,مذكر,,,,1,0,1,0,0,
20506,شَجِيرٌ,شجير,صيغة:,شجر,فَعِيل,صيغة,مذكر,,,,1,0,1,0,0,
20507,طَهِيرٌ,طهير,صيغة:,طهر,فَعِيل,صيغة,مذكر,,,,1,0,1,0,0,
20508,قَدِيرٌ,قدير,صيغة:,قدر,فَعِيل,صيغة,مذكر,,,,1,1,1,0,0,
20509,وَبِيءٌ,وبيء,صيغة:,وبء,فَعِيل,صيغة,مذكر,,,,1,0,1,0,0,
20510,وَبِيئَةٌ,وبيئة,صيغة:,وبء,فعيلة,صيغة,مذكر,,,,0,0,1,0,0,
20511,وَبِيلٌ,وبيل,صيغة:,وبل,فَعِيل,صيغة,مذكر,,,,1,0,1,0,0,
20512,وَثِيقٌ,وثيق,صيغة:,وثق,فَعِيل,صيغة,مذكر,,,وِثَاقٌ;وَثَائِقُ,1,1,1,0,0,
20513,بَديلٌ,بديل,صيغة:,بدل,فَعِيل,صيغة,مذكر,,,أَبْدالٌ;بَدائِلُ;بُدَلاءُ,1,0,1,0,0,
20514,بَذِيءٌ,بذيء,صيغة:,بذء,فَعِيل,صيغة,مذكر,,,,0,1,0,0,0,
20515,بَذِيئَةٌ,بذيئة,صيغة:,بذء,فعيلة,صيغة,مذكر,,,,0,0,1,0,0,
20516,بَرِيءٌ,بريء,صيغة:,برء,فَعِيل,صيغة,مذكر,,,,0,1,0,0,0,
20517,بَرِيئةٌ,بريئة,صيغة:,برء,فعيلة,صيغة,مذكر,,,,0,0,1,0,0,
20518,أَرِيبٌ,أريب,صيغة:,ءرب,فَعِيل,صيغة,مذكر,,,,1,0,1,0,0,
20519,أَمينٌ,أمين,صيغة:,ءمن,فَعِيل,صيغة,مذكر,,,أُمَناءُ,1,1,1,0,0,
20520,أَميرٌ,أمير,صيغة:,ءمير,فَعِيل,صيغة,مذكر,,,أُمَراءُ;أَميراتٌ,1,1,1,0,0,
20521,بَدِيعٌ,بديع,صيغة:,بدع,فَعِيل,صيغة,مذكر,,,بَدائِعُ,1,1,1,0,0,
20522,بَدِيلٌ,بديل,صيغة:,بدل,فَعِيل,صيغة,مذكر,,,بَدائِلُ,1,0,1,0,0,
20523,بَدينٌ,بدين,صيغة:,بدن,فَعِيل,صيغة,مذكر,,,بُدْنٌ,1,1,1,0,0,
20524,بَعيدٌ,بعيد,صيغة:,بعد,فَعِيل,صيغة,مذكر,,,بُعَداء,1,1,1,0,0,
20525,بَليغٌ,بليغ,صيغة:,بلغ,فَعِيل,صيغة,مذكر,,,بُلَغاءُ;بَليغَاتٌ,1,1,1,0,0,
20526,ثَقِيلٌ,ثقيل,صيغة:,ثقل,فَعِيل,صيغة,مذكر,,,ثُقَلاَءُ;ثَقِيلاَتٌ,1,1,1,0,0,
20527,حَفِيظٌ,حفيظ,صيغة:,حفظ,فَعِيل,صيغة,مذكر,,,حُفَظَاءُ;حفائظ,1,1,1,0,0,
20528,مَدِينٌ,مدين,صيغة:,دين,فَعِيل,صيغة,مذكر,,,,1,1,1,0,0,
20529,ذَليلٌ,ذليل,صيغة:,ذلل,فَعِيل,صيغة,مذكر,,,أَذِلَّةٌ;أَذِلاَّءُ,1,1,1,0,0,
20530,أَسيرٌ,أسير,صيغة:,ءسر,فعيل,صيغة,مذكر,,,أَسْرَى,1,0,1,0,0,
20531,قَتِيلٌ,قتيل,صيغة:,قتل,فعيل,صيغة,مذكر,,,قَتْلَى;قُتَلاَءُ,1,0,1,0,0,
20532,طَرِيحٌ,طريح,صيغة:,طرح,فَعِيل,صيغة,مذكر,,,طَرْحَى,1,0,1,0,0,
20533,حَبيبٌ,حبيب,صيغة:,حبب,فعيل,صيغة,مذكر,,,أَحِبَّةٌ;أَحِبَّاءُ;أَحْبابٌ;حَبائِب,1,0,1,0,0,
20534,ذَبيحٌ,ذبيح,صيغة:,ذبح,فعيل,صيغة,مذكر,,,ذَبْحَى,1,0,1,0,0,
20535,سَجِينٌ,سجين,صيغة:,سجن,فَعِيل,صيغة,مذكر,,,سُجَنَاءُ;سَجِينَاتٌ,1,0,1,0,0,
20536,سَدِيدٌ,سديد,صيغة:,سدد,فَعِيل,صيغة,مذكر,,,,1,0,1,0,0,
20537,سَرِيعٌ,سريع,صيغة:,سرع,فَعِيل,صيغة,مذكر,,,سُرْعَانٌ;سِرْعانٌ;سِراعٌ,1,1,1,0,0,
20538,سَعِيدٌ,سعيد,صيغة:,سعد,فَعِيل,صيغة,مذكر,,,سُعَدَاءُ;سَعِيدَاتٌ,1,1,1,0,0,
20539,شَرِيكٌ,شريك,صيغة:,شرك,فَعِيل,صيغة,مذكر,,,شُرَكَاءُ;أَشْرَاكٌ;شَرِيكَاتٌ;شَرَائِكُ,1,1,1,0,0,
20540,ظَنِينٌ,ظنين,صيغة:,ظنن,فَعِيل,صيغة,مذكر,,,أَظِنَّاءُ,1,0,1,0,0,
20541,قَبِيحٌ,قبيح,صيغة:,قبح,فَعِيل,صيغة,مذكر,,,قِبَاحٌ;قَبَائِحُ;قِباح;قَبَاحَى;قَبْحَى,1,0,1,0,0,
20542,قَرِيبٌ,قريب,صيغة:,قرب,فَعِيل,صيغة,مذكر,,,أَقْرِبَاءُ;قُرَابَى;قَرَائِبُ,1,1,1,0,0,
20543,قَرِينٌ,قرين,صيغة:,قرن,فَعِيل,صيغة,مذكر,,,قُرَنَاءُ;قَرَائِنُ,1,1,1,0,0,
20544,قَصِيبٌ,قصيب,صيغة:,قصب,فَعِيل,صيغة,مذكر,,,قَصَائِبُ,1,0,1,0,0,
20545,فَرِيدٌ,فريد,صيغة:,فرد,فَعِيل,صيغة,مذكر,,,فَرَائِدُ,1,1,1,0,0,
20546,قَصِيدٌ,قصيد,صيغة:,قصد,فَعِيل,صيغة,مذكر,,,قَصَائِدُ,1,0,0,0,0,
20547,كَفِيلٌ,كفيل,صيغة:,كفل,فَعِيل,صيغة,مذكر,,,كُفَلاَءُ;كَفِيلاَتٌ,1,1,1,0,0,
20548,مَرِيرٌ,مرير,صيغة:,مرر,فَعِيل,صيغة,مذكر,,,مَرَائِرُ;مِرارٌ,1,0,1,0,0,
20549,نَطِيحٌ,نطيح,صيغة:,نطح,فَعِيل,صيغة,مذكر,,,نَطْحَى;نَطَائِحُ,1,0,1,0,0,
20550,وَسِيطٌ,وسيط,صيغة:,وسط,فَعِيل,صيغة,مذكر,,,وُسَطَاءُ;وَسَائِطُ,1,1,1,0,0,
20551,يَتِيمٌ,يتيم,صيغة:,يتم,فَعِيل,صيغة,مذكر,,,أَيْتَامٌ;يَتَامَى;يَتَائِمُ,1,1,1,0,0,
20552,ظَريفٌ,ظريف,صيغة:,ظرف,فَعِيل,صيغة,مذكر,,,ظُرَفاءُ;ظِرافٌ;ظَرائِفُ,1,1,1,0,0,
20553,مَلِيءٌ,مليء,صيغة:,ملء,فَعِيل,صيغة,مذكر,,,مِلاَءٌ,0,1,0,0,0,
20554,مَلِيئةٌ,مليئة,صيغة:,ملء,فعيلة,صيغة,مذكر,,,مِلاَءٌ,1,0,1,0,0,
20555,وَكِيلٌ,وكيل,صيغة:,وكل,فَعِيل,صيغة,مذكر,,,وُكَلاَءُ,1,0,1,0,0,
20556,وَصِيدٌ,وصيد,صيغة:,وصد,فَعِيل,صيغة,مذكر,,,وُصُدٌ;وَصَائِدُ,1,0,1,0,0,
20557,وَئِيدٌ,وئيد,صيغة:,وءد,فَعِيل,صيغة,مذكر,,,,1,0,1,0,0,
20558,عَدِيدٌ,عديد,صيغة:,عدد,فَعِيل,صيغة,مذكر,,,عَدَائِدُ;أَعدادٌ,1,1,1,0,0,
20559,حَصِيلٌ,حصيل,صيغة:,حصل,فَعِيل,صيغة,مذكر,,,حَصَائِلُ,1,0,1,0,0,
20560,وَلِيدٌ,وليد,صيغة:,ولد,فَعِيل,صيغة,مذكر,,,وِلْدَانٌ;وَلاَئِدُ,1,0,1,0,0,
20561,وَشِيكٌ,وشيك,صيغة:,وشك,فَعِيل,صيغة,مذكر,,,,1,1,1,0,0,
20562,جَدِيرٌ,جدير,صيغة:,جدر,فَعِيل,صيغة,مذكر,,,جُدَراءُ,1,1,1,0,0,
20563,جَدِيدٌ,جديد,صيغة:,جدد,فَعِيل,صيغة,مذكر,,,أَجِدَّةٌ;جُدُدٌ;جُدَدٌ,1,0,1,0,0,
20564,أَجِيرٌ,أجير,صيغة:,ءجر,فَعِيل,صيغة,مذكر,,,أُجَرَاءُ;أَجِيرَاتٌ,1,0,1,0,0,
20565,أَدِيبٌ,أديب,صيغة:,ءدب,فَعِيل,صيغة,مذكر,,,أُدَبَاءُ;أَدِيبَاتٌ,1,1,1,0,0,
20566,جَيِّدٌ,جيد,صيغة:,جيد,فَعِيل,صيغة,مذكر,,,جِيادٌ;وجيائدُ,1,0,1,0,0,
20567,حَظِيٌّ,حظي,صيغة:,حظي,فَعِيل,صيغة,مذكر,,,"+ون;+ات""",1,1,1,1,0,
20568,حَكِيمٌ,حكيم,صيغة:,حكم,فَعِيل,صيغة,مذكر,,,حُكَمَاءُ;حَكِيمَاتٌ,1,1,1,0,0,
20569,خَفِيٌّ,خفي,صيغة:,خفي,فَعِيل,صيغة,مذكر,,,خَفَايَا,1,0,1,0,0,
20570,سَبِيٌّ,سبي,صيغة:,سبي,فَعِيل,صيغة,مذكر,,,سَبَايَا,1,0,1,0,0,
20571,سَيِّئٌ,سيئ,صيغة:,سوء,فَعِيل,صيغة,مذكر,,,,1,1,1,0,0,
20572,سَيِّدٌ,سيد,صيغة:,سود,فَعِيل,صيغة,مذكر,,,أَسْيادٌ;سَيِّداتٌ;سادَةٌ,1,1,1,0,0,
20573,شَجِيٌّ,شجي,صيغة:,شجو,فَعِيل,صيغة,مذكر,,,,1,0,1,0,0,
20574,شَقِيٌّ,شقي,صيغة:,شقي,فَعِيل,صيغة,مذكر,,,أشقياءُ,1,0,1,0,0,
20575,شَكِيٌّ,شكي,صيغة:,شكو,فَعِيل,صيغة,مذكر,,,,1,0,1,0,0,
20576,شَهِيٌّ,شهي,صيغة:,شهو,فَعِيل,صيغة,مذكر,,,,1,0,1,0,0,
20577,صَفِيٌّ,صفي,صيغة:,صفو,فَعِيل,صيغة,مذكر,,,أَصْفِيَاءُ;صَفَايَا,1,0,1,0,0,
20578,صَيِّتٌ,صيت,صيغة:,صوت,فَعِيل,صيغة,مذكر,,,,1,1,1,0,0,
20579,مَيْتٌ,ميت,صيغة:,موت,فَعِيل,صيغة,مذكر,,,أَمْوَاتٌ;مَوْتَى,1,1,1,0,0,
20580,نَجِيٌّ,نجي,صيغة:,نجو,فَعِيل,صيغة,مذكر,,,أَنْجِيَةٌ,1,0,1,0,0,
20581,قَوِيٌّ,قوي,صيغة:,قوي,فَعِيل,صيغة,مذكر,,,أَقْوِيَاءُ;قَوِيَّاتٌ,1,1,1,0,0,
20582,خَشِيٌّ,خشي,صيغة:,خشي,فَعِيل,صيغة,مذكر,,,,1,1,1,0,0,
20583,عِلِّيٌّ,علي,صيغة:,علو,فَعِيل,صيغة,مذكر,,,,1,1,1,0,0,
20584,قَيِّمٌ,قيم,صيغة:,قوم,فَعِيل,صيغة,مذكر,,,,1,1,1,0,0,
20585,لَيِّنٌ,لين,صيغة:,لين,فَعِيل,صيغة,مذكر,,,,1,1,1,0,0,
20586,أَبِيٌّ,أبي,صيغة:,ءبي,فَعِيل,صيغة,مذكر,,,,1,1,1,0,0,
20587,نَبِيٌّ,نبي,صيغة:,نبء,فَعِيل,صيغة,مذكر,,,أَنْبِيَاءُ;أَنْبِياءُ;أَنْباءٌ;نُبَآءُ;نَبِيُّونَ,1,1,1,0,0,
20588,حَرِيٌّ,حري,صيغة:,حري,فعيل,صيغة,مذكر,,,حَرِيُّونَ;أحْرِيَاءُ;حَرِيَّاتٌ;حَرَايَا,1,1,1,0,0,
20589,جَرِيحٌ,جريح,صيغة:,جرح,فَعِيل,صيغة,مذكر,,,جَرْحَى,1,0,1,0,0,
20590,جَرِيٌّ,جري,صيغة:,جري,فعيل,صيغة,مذكر,,,أَجْرِيَاءُ,0,0,0,0,0,
20591,جَوِيٌّ,جوي,صيغة:,جوي,فعيل,صيغة,مذكر,,,,1,0,1,0,0,
20592,جِرِّيءٌ,جريء,صيغة:,جرء,فِعِّيل,صيغة,مذكر,,,,0,1,0,0,0,
20593,جِرِّيئَةٌ,جريئة,صيغة:,جرء,فعيلة,صيغة,مذكر,,,,0,0,1,0,0,
20594,شِخِّيرٌ,شخير,صيغة:,شخر,فِعِّيل,صيغة,مذكر,,,,1,1,1,0,0,
20595,شِرِّيرٌ,شرير,صيغة:,شرر,فِعِّيل,صيغة,مذكر,,,,1,1,1,0,0,
20596,صِدِّيقٌ,صديق,صيغة:,صدق,فِعِّيل,صيغة,مذكر,,,,1,1,1,0,0,
20597,ضِلِّيلٌ,ضليل,صيغة:,ضلل,فِعِّيل,صيغة,مذكر,,,,1,1,1,0,0,
20598,غِرِّيدٌ,غريد,صيغة:,غرد,فِعِّيل,صيغة,مذكر,,,,1,0,1,0,0,
20599,قِدِّيسٌ,قديس,صيغة:,قدس,فِعِّيل,صيغة,مذكر,,,,1,1,1,0,0,
20600,سِكِّيرٌ,سكير,صيغة:,سكر,فِعِّيل,صيغة,مذكر,,,,1,1,1,0,0,
20601,خِرِّيجٌ,خريج,صيغة:,خرج,فِعِّيل,صيغة,مذكر,,,,1,1,1,0,0,
20602,قِسِّيسٌ,قسيس,صيغة:,قسيس,فعِّيل,صيغة,مذكر,,,قَسَاوِسَةٌ,0,1,0,0,0,
20603,أَخِيرٌ,أخير,صيغة:,ءخر,فعيل,صيغة,مذكر,,,,1,1,1,0,0,
20604,حِرِّيقٌ,حريق,صيغة:,حرق,فعّيل,صيغة,مذكر,,,,1,0,1,0,0,
20605,مِدْيَانٌ,مديان,صيغة:,دين,مِفْعَالٌ,صيغة,مذكر,,,مَدَايِينُ,0,0,0,0,0,
20606,مِبْذَالٌ,مبذال,صيغة:,بذل,مِفْعَال,صيغة,مذكر,,,,1,0,1,0,0,
20607,مِسْعَارٌ,مسعار,صيغة:,سعر,مِفْعَال,صيغة,مذكر,,,:;مَسَاعِيرُ,0,0,0,0,0,
20608,مِسْقَاطٌ,مسقاط,صيغة:,سقط,مِفْعَال,صيغة,مذكر,,,مَسَاقِيطُ,1,0,1,0,0,
20609,مِضْمَارٌ,مضمار,صيغة:,ضمر,مِفْعَال,صيغة,مذكر,,,مَضَامِيرُ,0,0,0,0,0,
20610,مِطْرَاقٌ,مطراق,صيغة:,طرق,مِفْعَال,صيغة,مذكر,,,مَطَارِيقُ,1,0,1,0,0,
20611,مِلْقَاطٌ,ملقاط,صيغة:,لقط,مِفْعَال,صيغة,مذكر,,,مَلاَقِيطُ,0,0,0,0,0,
20612,مِهْرَاسٌ,مهراس,صيغة:,هرس,مِفْعَال,صيغة,مذكر,,,مَهَارِسُ,0,0,0,0,0,
20613,مِسْوَاطٌ,مسواط,صيغة:,سوط,مِفْعال,صيغة,مذكر,,,مَسَاوِيطُ,1,0,1,0,0,
20614,مِقْرَاضٌ,مقراض,صيغة:,قرض,مِفْعال,صيغة,مذكر,,,مَقَارِيضُ,0,0,0,0,0,
20615,مِقْرَاعٌ,مقراع,صيغة:,قرع,مِفْعال,صيغة,مذكر,,,,0,0,0,0,0,
20616,مِقْلاَعٌ,مقلاع,صيغة:,قلع,مِفْعال,صيغة,مذكر,,,مَقَالِعُ,0,0,0,0,0,
20617,مِقْلاَمٌ,مقلام,صيغة:,قلم,مِفْعال,صيغة,مذكر,,,مَقَالِيمُ,0,0,0,0,0,
20618,مِكْثَافٌ,مكثاف,صيغة:,كثف,مِفْعال,صيغة,مذكر,,,,0,0,0,0,0,
20619,مِكْحَالٌ,مكحال,صيغة:,كحل,مِفْعال,صيغة,مذكر,,,,0,0,0,0,0,
20620,مِكْشَافٌ,مكشاف,صيغة:,كشف,مِفْعال,صيغة,مذكر,,,,0,0,0,0,0,
20621,مِلْطَاسٌ,ملطاس,صيغة:,لطس,مِفْعال,صيغة,مذكر,,,مَلاَطِيسُ,0,0,0,0,0,
20622,مِلْطَاطٌ,ملطاط,صيغة:,لطط,مِفْعال,صيغة,مذكر,,,مَلاَطِيطُ,0,0,0,0,0,
20623,مِلْفَافٌ,ملفاف,صيغة:,لفف,مِفْعال,صيغة,مذكر,,,مَلافِيفُ,0,0,0,0,0,
20624,مِقْرَاضٌ,مقراض,صيغة:,قرض,مفعال,صيغة,مذكر,,,,0,0,0,0,0,
20625,مِقْرَابٌ,مقراب,صيغة:,قرب,مِفْعال,صيغة,مذكر,,,مَقَارِبُ,0,0,0,0,0,
20626,غِطْرَافٌ,غطراف,صيغة:,غطرف,مِفْعال,صيغة,مذكر,,,,1,0,1,0,0,
20627,مِنْشَارٌ,منشار,صيغة:,نشر,مِفْعال,صيغة,مذكر,,,مَنَاشِيرُ,0,0,0,0,0,
20628,مِنْقَارٌ,منقار,صيغة:,نقر,مِفْعال,صيغة,مذكر,,,مَنَاقِيرُ,0,0,0,0,0,
20629,مِهْمَازٌ,مهماز,صيغة:,همز,مِفْعال,صيغة,مذكر,,,مَهَامِيزُ,0,0,0,0,0,
20630,مِنْشَافٌ,منشاف,صيغة:,نشف,مِفْعال,صيغة,مذكر,,,,1,0,1,0,0,
20631,مِكْثَارٌ,مكثار,صيغة:,كثر,مِفْعَال,صيغة,مذكر,,,,1,0,1,0,0,
20632,مِمْطَارٌ,ممطار,صيغة:,مطر,مِفْعَال,صيغة,مذكر,,,,0,0,0,0,0,
20633,مِبْسَامٌ,مبسام,صيغة:,بسم,مِفْعَال,صيغة,مذكر,,,,1,0,1,0,0,
20634,مِبْكَارٌ,مبكار,صيغة:,بكر,مِفْعَال,صيغة,مذكر,,,مَبَاكِيرُ,1,0,1,0,0,
20635,مِتْلاَفٌ,متلاف,صيغة:,تلف,مِفْعَال,صيغة,مذكر,,,مَتَالِيفُ,1,0,1,0,0,
20636,مِجْهَارٌ,مجهار,صيغة:,جهر,مِفْعَال,صيغة,مذكر,,,مَجَاهِيرُ,1,0,1,0,0,
20637,مِجْهَاضٌ,مجهاض,صيغة:,جهض,مِفْعَال,صيغة,مذكر,,,مَجَاهِيضُ,1,0,1,0,0,
20638,مِحْيَارٌ,محيار,صيغة:,حير,مِفْعَال,صيغة,مذكر,,,,1,0,1,0,0,
20639,مِخْلاَفٌ,مخلاف,صيغة:,خلف,مِفْعَال,صيغة,مذكر,,,مَخَالِيفُ,1,0,1,0,0,
20640,مِخْنَاثٌ,مخناث,صيغة:,خنث,مِفْعَال,صيغة,مذكر,,,مَخَانِيثُ,1,0,1,0,0,
20641,مِدْرَارٌ,مدرار,صيغة:,درر,مِفْعَال,صيغة,مذكر,,,,1,0,1,0,0,
20642,مِذْكَارٌ,مذكار,صيغة:,ذكر,مِفْعَال,صيغة,مذكر,,,,1,0,1,0,0,
20643,مِرْبَاعٌ,مرباع,صيغة:,ربع,مِفْعَال,صيغة,مذكر,,,مَرَابِيعُ,0,0,0,0,0,
20644,مِرْسَالٌ,مرسال,صيغة:,رسل,مِفْعَال,صيغة,مذكر,,,,1,0,1,0,0,
20645,مِرْطَابٌ,مرطاب,صيغة:,رطب,مِفْعَال,صيغة,مذكر,,,مَرَاطِيبُ,0,0,0,0,0,
